from,to,letters saved,percentage of word saved,word precedence
dispensi,dispensing,2,0.2,18189
dispen,dispens,1,0.14285714285714285,
distric,district,1,0.125,788
distributio,distribution,1,0.08333333333333333,1218
distributin,distributing,1,0.08333333333333333,12659
distributo,distributor,1,0.09090909090909091,5736
distrib,distribut,2,0.2222222222222222,
distresse,distressed,1,0.1,19942
distre,distress,2,0.25,12668
distanc,distance,1,0.125,1367
dista,distan,1,0.16666666666666666,
distinctio,distinction,1,0.09090909090909091,8136
distinctiv,distinctive,1,0.09090909090909091,10109
distinc,distinct,1,0.125,6027
distinguishe,distinguished,1,0.07692307692307693,7424
distinguishi,distinguishing,2,0.14285714285714285,19933
disting,distinguish,4,0.36363636363636365,10268
disti,distin,1,0.16666666666666666,
disturbe,disturbed,1,0.1111111111111111,7758
disturbi,disturbing,2,0.2,13074
disturba,disturbance,3,0.2727272727272727,14373
distu,disturb,2,0.2857142857142857,
distorti,distortion,2,0.2,10308
distorte,distorted,1,0.1111111111111111,19002
disto,distort,2,0.2857142857142857,
dise,disease,3,0.42857142857142855,1350
disneyl,disneyland,3,0.3,15100
disn,disney,2,0.3333333333333333,2851
disabl,disable,1,0.14285714285714285,7558
disabiliti,disabilities,2,0.16666666666666666,4304
disabi,disabilit,3,0.3333333333333333,
disas,disaster,3,0.375,4133
disagreem,disagreement,3,0.25,18899
disag,disagree,3,0.375,7296
disappointe,disappointed,1,0.08333333333333333,9703
disappointm,disappointment,3,0.21428571428571427,15534
disappointi,disappointing,2,0.15384615384615385,15771
disappo,disappoint,3,0.3,
disappeare,disappeared,1,0.09090909090909091,11962
disappe,disappear,2,0.2222222222222222,12420
disap,disapp,1,0.16666666666666666,
disad,disadvantage,7,0.5833333333333334,15340
dishe,dishes,1,0.16666666666666666,7361
dishw,dishwasher,5,0.5,12522
dishn,dishnetwork,6,0.5454545454545454,19795
diso,disorder,4,0.5,5267
disser,dissertation,6,0.5,10939
dissem,dissemination,7,0.5384615384615384,11265
dissen,dissent,1,0.14285714285714285,17194
dissolv,dissolved,2,0.2222222222222222,13251
dissolu,dissolution,4,0.36363636363636365,17506
disso,dissol,1,0.16666666666666666,
dismisse,dismissed,1,0.1111111111111111,11003
dismissa,dismissal,1,0.1111111111111111,14056
dism,dismiss,3,0.42857142857142855,15595
disru,disruption,5,0.5,15078
disre,disregard,4,0.4444444444444444,18413
disl,dislike,3,0.42857142857142855,17396
divis,division,3,0.375,1146
dividen,dividend,1,0.125,9677
dividi,dividing,2,0.25,15115
diversit,diversity,1,0.1111111111111111,3811
diversif,diversified,3,0.2727272727272727,15017
diversio,diversion,1,0.1111111111111111,15611
divo,divorce,3,0.42857142857142855,4861
dieta,dietary,2,0.2857142857142857,8030
dieg,diego,1,0.2,2471
diese,diesel,1,0.16666666666666666,5035
diec,diecast,3,0.42857142857142855,15122
dictionari,dictionaries,2,0.16666666666666666,9577
dict,dictionar,5,0.5555555555555556,
dicken,dickens,1,0.14285714285714285,17906
dickso,dickson,1,0.14285714285714285,19941
dicki,dickinson,4,0.4444444444444444,13279
diamo,diamond,2,0.2857142857142857,2047
diame,diameter,3,0.375,5387
diabete,diabetes,1,0.125,3707
diabeti,diabetic,1,0.125,10893
diabe,diabet,1,0.16666666666666666,
diabl,diablo,1,0.16666666666666666,13495
dialogu,dialogue,1,0.125,5494
dialo,dialog,1,0.16666666666666666,6474
dialu,dialup,1,0.16666666666666666,16688
diali,dialing,2,0.2857142857142857,17377
dialy,dialysis,3,0.375,17969
diagnosi,diagnosis,1,0.1111111111111111,4221
diagnost,diagnostic,2,0.2,5758
diagn,diagnos,2,0.2857142857142857,
diagr,diagram,2,0.2857142857142857,6434
diago,diagonal,3,0.375,14136
diari,diaries,2,0.2857142857142857,10697
diarr,diarrhea,3,0.375,16626
diap,diaper,2,0.3333333333333333,11701
diaze,diazepam,3,0.375,12380
dini,dining,2,0.3333333333333333,2448
dinnerw,dinnerware,3,0.3,15744
dinn,dinner,2,0.3333333333333333,2985
dina,dinar,1,0.2,12815
dinos,dinosaur,3,0.375,13353
dimensiona,dimensional,1,0.09090909090909091,5949
dimen,dimension,4,0.4444444444444444,5100
dimi,diminished,6,0.6,17832
dima,dimage,2,0.3333333333333333,19030
dild,dildo,1,0.2,3584
dile,dilemma,3,0.42857142857142855,13531
dill,dillon,2,0.3333333333333333,15520
dilu,diluted,3,0.42857142857142855,15784
dili,diligence,5,0.5555555555555556,17459
diplomat,diplomatic,2,0.2,12177
diplomac,diplomacy,1,0.1111111111111111,15915
dipl,diploma,3,0.42857142857142855,7268
diox,dioxide,3,0.42857142857142855,11116
dioc,diocese,3,0.42857142857142855,16102
diod,diode,1,0.2,18094
dixo,dixon,1,0.2,11128
dixi,dixie,1,0.2,14042
ditc,ditch,1,0.2,15830
duri,during,2,0.3333333333333333,354
durat,duration,3,0.375,3975
durabl,durable,1,0.14285714285714285,7634
durabi,durability,4,0.4,11429
duran,durango,2,0.2857142857142857,19035
durh,durham,2,0.3333333333333333,5572
durb,durban,2,0.3333333333333333,16448
dutc,dutch,1,0.2,3824
duti,duties,2,0.3333333333333333,4078
duan,duane,1,0.2,17863
dubl,dublin,2,0.3333333333333333,4535
duba,dubai,1,0.2,8963
dubb,dubbed,2,0.3333333333333333,18994
dusti,dustin,1,0.16666666666666666,19098
duk,duke,1,0.25,5317
dunc,duncan,2,0.3333333333333333,7695
dund,dundee,2,0.3333333333333333,13130
dung,dungeon,3,0.42857142857142855,14798
dunl,dunlop,2,0.3333333333333333,18883
dumpi,dumping,2,0.2857142857142857,15819
dumpe,dumped,1,0.16666666666666666,18461
dummi,dummies,2,0.2857142857142857,12831
dudl,dudley,2,0.3333333333333333,14909
duplicati,duplication,2,0.18181818181818182,10862
dupli,duplicat,3,0.375,
duple,duplex,1,0.16666666666666666,11718
dupo,dupont,2,0.3333333333333333,14632
duf,duff,1,0.25,11058
dulu,duluth,2,0.3333333333333333,15284
drivew,driveway,2,0.25,16530
drivi,driving,2,0.2857142857142857,2022
drinki,drinking,2,0.25,3957
drin,drink,1,0.2,2723
drilli,drilling,2,0.25,8994
drille,drilled,1,0.14285714285714285,17775
dril,drill,1,0.2,7142
drie,dried,1,0.2,8617
drif,drift,1,0.2,11778
drumm,drummer,2,0.2857142857142857,14646
drunke,drunken,1,0.14285714285714285,17263
drun,drunk,1,0.2,5951
drup,drupal,2,0.3333333333333333,16161
droppe,dropped,1,0.14285714285714285,5315
droppi,dropping,2,0.25,10372
drov,drove,1,0.2,9420
drou,drought,3,0.42857142857142855,11971
dros,drosophila,6,0.6,16148
drow,drowning,4,0.5,18353
drafti,drafting,2,0.25,11287
drafte,drafted,1,0.14285714285714285,15853
draf,draft,1,0.2,2297
drawi,drawing,2,0.2857142857142857,3670
drawe,drawer,1,0.16666666666666666,10287
dramatica,dramatically,3,0.25,9462
dramat,dramatic,2,0.25,6915
dragonf,dragonfly,2,0.2222222222222222,15841
dragonb,dragonball,3,0.3,17258
drago,dragon,1,0.16666666666666666,4085
dragge,dragged,1,0.14285714285714285,18416
draggi,dragging,2,0.25,19104
draina,drainage,2,0.25,8816
draine,drained,1,0.14285714285714285,16859
drai,drain,1,0.2,8538
drak,drake,1,0.2,10967
drap,draper,2,0.3333333333333333,15733
dran,drank,1,0.2,18820
dreamw,dreamweaver,5,0.45454545454545453,11248
dreamc,dreamcast,3,0.3333333333333333,11633
dreami,dreaming,2,0.25,13480
dreame,dreamed,1,0.14285714285714285,19351
dressi,dressing,2,0.25,8976
dresd,dresden,2,0.2857142857142857,15015
drye,dryer,1,0.2,9370
dryi,drying,2,0.3333333333333333,11872
dji,djibouti,5,0.625,10914
dynamica,dynamically,3,0.2727272727272727,13948
dynamit,dynamite,1,0.125,17418
dynam,dynami,1,0.16666666666666666,
dynas,dynasty,2,0.2857142857142857,12816
dyn,dyna,1,0.25,
dyi,dying,2,0.4,6627
dyl,dylan,2,0.4,9297
dysf,dysfunction,7,0.6363636363636364,12372
dyso,dyson,1,0.2,19700
dyk,dyke,1,0.25,19732
dbl,dblp,1,0.25,19191
dmo,dmoz,1,0.25,19741
dhc,dhcp,1,0.25,12958
dht,dhtml,2,0.4,16377
dwelli,dwelling,2,0.25,10566
dwe,dwell,2,0.4,17448
dwa,dwarf,2,0.4,13655
dwig,dwight,2,0.3333333333333333,16895
getti,getting,2,0.2857142857142857,855
geta,getaway,3,0.42857142857142855,13337
generall,generally,1,0.1111111111111111,2005
generali,generalized,3,0.2727272727272727,13239
generatio,generation,1,0.1,2029
generatin,generating,1,0.1,6782
generato,generator,1,0.1111111111111111,5061
generi,generic,1,0.14285714285714285,3028
generou,generous,1,0.125,9247
generos,generosity,3,0.3,19247
genetica,genetically,3,0.2727272727272727,14090
genet,genetic,2,0.2857142857142857,4343
genesi,genesis,1,0.14285714285714285,7077
genealogi,genealogical,3,0.25,18276
genea,genealog,3,0.375,
genev,geneva,1,0.16666666666666666,7199
gend,gender,2,0.3333333333333333,2726
genr,genre,1,0.2,3392
genuinel,genuinely,1,0.1111111111111111,18013
genui,genuine,2,0.2857142857142857,5017
genomi,genomic,1,0.14285714285714285,14154
genoc,genocide,3,0.375,14416
gentlema,gentleman,1,0.1111111111111111,9890
gentleme,gentlemen,1,0.1111111111111111,12043
gento,gentoo,1,0.16666666666666666,14314
geniu,genius,1,0.16666666666666666,8199
genit,genital,2,0.2857142857142857,16292
genb,genbank,3,0.42857142857142855,19779
germ,german,2,0.3333333333333333,1533
geral,gerald,1,0.16666666666666666,9618
gerar,gerard,1,0.16666666666666666,14579
gerr,gerry,1,0.2,14397
georget,georgetown,3,0.3,10603
georgi,georgia,1,0.14285714285714285,1718
geor,georg,1,0.2,19894
geographicall,geographically,1,0.07142857142857142,18442
geographica,geographical,1,0.08333333333333333,7942
geographi,geographic,1,0.1,5039
geog,geograph,4,0.5,
geometri,geometric,1,0.1111111111111111,12225
geom,geometr,3,0.42857142857142855,
geologi,geological,3,0.3,8455
geol,geolog,2,0.3333333333333333,
geoffr,geoffrey,2,0.25,13489
geof,geoff,1,0.2,12027
geophysica,geophysical,1,0.09090909090909091,18140
geop,geophysic,5,0.5555555555555556,
geare,geared,1,0.16666666666666666,15582
gea,gear,1,0.25,1841
gemst,gemstone,3,0.375,13809
gemi,gemini,2,0.3333333333333333,13176
gef,geforce,4,0.5714285714285714,12056
ges,gesture,4,0.5714285714285714,16532
geil,geile,1,0.2,18923
geis,geisha,2,0.3333333333333333,19188
goodb,goodbye,2,0.2857142857142857,10322
goodn,goodness,3,0.375,11777
goodm,goodman,2,0.2857142857142857,12469
goodi,goodies,2,0.2857142857142857,13093
goodwil,goodwill,1,0.125,13858
goodw,goodwi,1,0.16666666666666666,
goog,google,2,0.3333333333333333,948
goos,goose,1,0.2,12064
governmenta,governmental,1,0.08333333333333333,6500
governm,government,3,0.3,352
governo,governor,1,0.125,3622
governa,governance,3,0.3,4896
governi,governing,2,0.2222222222222222,6314
governe,governed,1,0.125,10214
gove,govern,2,0.3333333333333333,12981
goi,goin,1,0.25,17025
gotte,gotten,1,0.16666666666666666,7653
gothi,gothic,1,0.16666666666666666,8281
godsm,godsmack,3,0.375,11438
godd,goddess,3,0.42857142857142855,10329
godf,godfather,5,0.5555555555555556,19899
golde,golden,1,0.16666666666666666,2337
goldb,goldberg,3,0.375,13832
goldm,goldman,2,0.2857142857142857,16951
golds,goldstein,4,0.4444444444444444,19269
golfi,golfing,2,0.2857142857142857,18143
golfe,golfers,2,0.2857142857142857,19592
goe,goes,1,0.25,1740
gonn,gonna,1,0.2,4926
gonz,gonzale,3,0.42857142857142855,
gour,gourmet,3,0.42857142857142855,3539
goul,gould,1,0.2,16159
gord,gordon,2,0.3333333333333333,4633
gorgeo,gorgeous,2,0.25,7358
gorg,gorge,1,0.2,17800
gori,gorilla,3,0.42857142857142855,17896
gosp,gospel,2,0.3333333333333333,5218
goss,gossip,2,0.3333333333333333,9151
gow,gown,1,0.25,14155
gog,goggles,4,0.5714285714285714,14569
gob,goblet,3,0.5,17588
gom,gomez,2,0.4,19929
groupe,grouped,1,0.14285714285714285,14511
groupi,grouping,2,0.25,15319
groundw,groundwater,4,0.36363636363636365,9968
grounde,grounded,1,0.125,12062
groun,ground,1,0.16666666666666666,1345
growt,growth,1,0.16666666666666666,1008
growi,growing,2,0.2857142857142857,2090
growe,grower,1,0.16666666666666666,18824
gros,gross,1,0.2,4252
grov,grove,1,0.2,4510
groceri,groceries,2,0.2222222222222222,18117
groc,grocer,2,0.3333333333333333,
groomi,grooming,2,0.25,12117
greates,greatest,1,0.125,3022
greatl,greatly,1,0.14285714285714285,5516
greas,grease,1,0.16666666666666666,13494
greensb,greensboro,3,0.3,9515
greenh,greenhouse,4,0.4,9580
greenl,greenland,3,0.3333333333333333,10021
greenv,greenville,4,0.4,10414
greenwi,greenwich,2,0.2222222222222222,12138
greenwo,greenwood,2,0.2222222222222222,12152
greenf,greenfield,4,0.4,16539
greenb,greenberg,3,0.3333333333333333,19960
greec,greece,1,0.16666666666666666,3520
greeti,greeting,2,0.25,6518
greete,greeted,1,0.14285714285714285,19882
greyh,greyhound,4,0.4444444444444444,18927
grego,gregory,2,0.2857142857142857,7309
grenadi,grenadines,3,0.3,13950
gren,grenad,2,0.3333333333333333,
grandf,grandfather,5,0.45454545454545453,11628
grandmo,grandmother,4,0.36363636363636365,12145
grandc,grandchildren,7,0.5384615384615384,13020
grandp,grandparents,6,0.5,14771
grante,granted,1,0.14285714285714285,3741
granti,granting,2,0.25,11856
grann,granny,1,0.16666666666666666,8945
grani,granite,2,0.2857142857142857,10156
grana,granada,2,0.2857142857142857,15468
grang,grange,1,0.16666666666666666,16361
graphica,graphical,1,0.1111111111111111,8198
graphit,graphite,1,0.125,14786
grader,graders,1,0.14285714285714285,19318
graduatio,graduation,1,0.1,6503
graduatin,graduating,1,0.1,16166
graduall,gradually,1,0.1111111111111111,9032
gradu,gradua,1,0.16666666666666666,
gradin,grading,1,0.14285714285714285,10105
gradie,gradient,2,0.25,12352
gratit,gratitude,3,0.3333333333333333,16234
gratu,gratuit,2,0.2857142857142857,8257
grate,grateful,3,0.375,9030
gracef,graceful,2,0.25,19859
grac,grace,1,0.2,4042
grah,graham,2,0.3333333333333333,5065
grassr,grassroots,4,0.4,14312
grai,grain,1,0.2,6062
gramm,grammar,2,0.2857142857142857,7293
grabb,grabbed,2,0.2857142857142857,13910
gravi,gravity,2,0.2857142857142857,7796
graff,graffiti,3,0.375,13687
graft,grafton,2,0.2857142857142857,19203
graz,grazing,3,0.42857142857142855,15379
gril,grill,1,0.2,6057
griffit,griffith,1,0.125,14364
grif,griffi,2,0.3333333333333333,
griev,grievance,4,0.4444444444444444,15500
grindi,grinding,2,0.25,15087
grinde,grinder,1,0.14285714285714285,16200
griz,grizzly,3,0.42857142857142855,19007
gamespo,gamespot,1,0.125,6683
gamec,gamecube,3,0.375,5673
gameb,gameboy,2,0.2857142857142857,10907
gamep,gameplay,3,0.375,11768
gamef,gamefaqs,3,0.375,17363
gamm,gamma,1,0.2,2270
gami,gaming,2,0.3333333333333333,2519
gambli,gambling,2,0.25,2882
gambi,gambia,1,0.16666666666666666,10571
galleri,galleries,2,0.2222222222222222,1760
galle,galler,1,0.16666666666666666,
gallow,galloway,2,0.25,15506
galla,gallagher,4,0.4444444444444444,16324
galaxi,galaxies,2,0.25,12823
galac,galactic,3,0.375,16556
galer,galerie,2,0.2857142857142857,18829
galw,galway,2,0.3333333333333333,15079
galv,galveston,5,0.5555555555555556,16482
galo,galore,2,0.3333333333333333,17037
gali,galileo,3,0.42857142857142855,18110
gardeni,gardening,2,0.2222222222222222,5471
gardene,gardener,1,0.125,15170
gardn,gardner,2,0.2857142857142857,10719
gara,garage,2,0.3333333333333333,4178
garb,garbage,3,0.42857142857142855,8344
garli,garlic,1,0.16666666666666666,9048
garla,garland,2,0.2857142857142857,13373
garc,garcia,2,0.3333333333333333,9339
garmi,garmin,1,0.16666666666666666,9744
garme,garment,2,0.2857142857142857,12674
garn,garne,1,0.2,
garre,garrett,2,0.2857142857142857,12713
garri,garrison,3,0.375,16282
garf,garfield,4,0.5,14898
gartn,gartner,2,0.2857142857142857,19556
gaso,gasoline,4,0.5,8740
gase,gases,1,0.2,11114
gastro,gastrointestinal,10,0.625,16348
gastri,gastric,1,0.14285714285714285,17058
gast,gastr,1,0.2,
gask,gasket,2,0.3333333333333333,17537
gavi,gavin,1,0.2,14748
gaines,gainesville,5,0.45454545454545453,14716
gaini,gaining,2,0.2857142857142857,10498
gatew,gateway,2,0.2857142857142857,3666
gatheri,gathering,2,0.2222222222222222,5748
gathere,gathered,1,0.125,6908
gath,gather,2,0.3333333333333333,7500
gatw,gatwick,3,0.42857142857142855,16130
gangb,gangbang,3,0.375,5837
gand,gandhi,2,0.3333333333333333,16621
gann,gannett,3,0.42857142857142855,18371
gad,gadget,3,0.5,12551
gaug,gauge,1,0.2,6200
gaus,gaussian,4,0.5,17758
gaut,gauteng,3,0.42857142857142855,19111
gazet,gazette,2,0.2857142857142857,8598
gabr,gabriel,3,0.42857142857142855,9651
gabo,gabon,1,0.2,10623
gagg,gagged,2,0.3333333333333333,15634
gae,gaelic,3,0.5,19928
guidel,guideline,3,0.3333333333333333,10785
guideb,guidebook,3,0.3333333333333333,15653
guida,guidance,3,0.375,3239
guidi,guiding,2,0.2857142857142857,12049
guitari,guitarist,2,0.2222222222222222,14649
guit,guitar,2,0.3333333333333333,2174
guine,guinea,1,0.16666666666666666,3588
guinn,guinness,3,0.375,18433
guia,guiana,2,0.3333333333333333,13000
guestb,guestbook,3,0.3333333333333333,4600
guessi,guessing,2,0.25,16901
guer,guernsey,4,0.5,17036
guya,guyana,2,0.3333333333333333,9186
guara,guarantee,4,0.4444444444444444,2045
guardi,guardian,2,0.25,4314
guat,guatemala,5,0.5555555555555556,7087
guad,guadeloupe,6,0.6,11737
gund,gundam,2,0.3333333333333333,18185
gur,guru,1,0.25,9281
guc,gucci,2,0.4,10911
gute,gutenberg,5,0.5555555555555556,13921
gup,gupta,2,0.4,19441
givi,giving,2,0.3333333333333333,1883
girlf,girlfriend,5,0.5,8567
gir,girl,1,0.25,901
gifte,gifted,1,0.16666666666666666,12071
gian,giant,1,0.2,4139
gibs,gibson,2,0.3333333333333333,7402
gibr,gibraltar,5,0.5555555555555556,9286
gibb,gibbs,1,0.2,15961
gigabi,gigabit,1,0.14285714285714285,13774
gigaby,gigabyte,2,0.25,16090
gigan,gigantic,3,0.375,16666
gilb,gilbert,3,0.42857142857142855,8858
gile,giles,1,0.2,14551
gilm,gilmore,3,0.42857142857142855,17356
ging,ginger,2,0.3333333333333333,10194
giov,giovanni,4,0.5,14424
gior,giorgio,3,0.42857142857142855,16602
gim,gimp,1,0.25,16588
gic,giclee,3,0.5,18996
globaliz,globalization,5,0.38461538461538464,10636
globalis,globalisation,5,0.38461538461538464,17781
globall,globally,1,0.125,12979
globa,global,1,0.16666666666666666,856
glossari,glossaries,2,0.2,19249
glossa,glossar,1,0.14285714285714285,
glos,gloss,1,0.2,12763
gloryh,gloryhole,3,0.3333333333333333,18695
glorio,glorious,2,0.25,12055
glov,glove,1,0.2,10452
glowi,glowing,2,0.2857142857142857,18432
gloucesters,gloucestershire,4,0.26666666666666666,14752
glou,gloucester,6,0.6,13194
glasse,glasses,1,0.14285714285714285,4807
glassw,glassware,3,0.3333333333333333,14918
glasg,glasgow,2,0.2857142857142857,5214
glanc,glance,1,0.16666666666666666,4439
gladl,gladly,1,0.16666666666666666,15786
glam,glamour,3,0.42857142857142855,13383
glac,glacier,3,0.42857142857142855,13769
glazi,glazing,2,0.2857142857142857,19901
glaze,glazed,1,0.16666666666666666,19936
glend,glendale,3,0.375,14113
gle,glen,1,0.25,6522
gluc,glucose,3,0.42857142857142855,9681
glit,glitter,3,0.42857142857142855,14423
glim,glimpse,3,0.42857142857142855,14765
glib,glibc,1,0.2,16038
glid,glide,1,0.2,19113
gmb,gmbh,1,0.25,7442
gma,gmail,2,0.4,13440
gpr,gprs,1,0.25,11929
gno,gnome,2,0.4,5207
gcs,gcse,1,0.25,14300
gho,ghost,2,0.4,4691
gha,ghana,2,0.4,7415
ghe,ghetto,3,0.5,12460
gymn,gymnastics,6,0.6,13122
gyp,gypsy,2,0.4,16583
gzi,gzip,1,0.25,9972
gwe,gwen,1,0.25,12363
viewso,viewsonic,3,0.3333333333333333,14501
viewi,viewing,2,0.2857142857142857,2786
viewpi,viewpicture,5,0.45454545454545453,7888
viewpo,viewpoint,3,0.3333333333333333,12202
vietname,vietnamese,2,0.2,8771
vietn,vietnam,2,0.2857142857142857,3901
vien,vienna,2,0.3333333333333333,6668
videog,videogames,4,0.4,17156
videot,videotape,3,0.3333333333333333,19087
vide,video,1,0.2,155
visito,visitor,1,0.14285714285714285,3661
visiti,visiting,2,0.25,3570
visite,visited,1,0.14285714285714285,4611
visita,visitation,4,0.4,15959
visiona,visionary,2,0.2222222222222222,19589
visio,vision,1,0.16666666666666666,1885
visibl,visible,1,0.14285714285714285,4406
visibi,visibility,4,0.4,7683
visuali,visualization,6,0.46153846153846156,11397
visuall,visually,1,0.125,12289
visu,visual,2,0.3333333333333333,1654
vist,vista,1,0.2,4812
viso,visor,1,0.2,18393
viag,viagra,2,0.3333333333333333,2892
viabl,viable,1,0.16666666666666666,10323
viabi,viability,4,0.4444444444444444,15869
virgini,virginia,1,0.125,1212
virg,virgin,2,0.3333333333333333,3140
virtuall,virtually,1,0.1111111111111111,6081
virtua,virtual,1,0.14285714285714285,1632
virt,virtu,1,0.2,
viruse,viruses,1,0.14285714285714285,6816
viru,virus,1,0.2,2223
vira,viral,1,0.2,8949
villager,villagers,1,0.1111111111111111,19950
villag,village,1,0.14285714285714285,1932
vil,vill,1,0.25,
victorie,victories,1,0.1111111111111111,19029
victo,victor,1,0.16666666666666666,6444
victi,victim,1,0.16666666666666666,5465
vico,vicodin,3,0.42857142857142855,10530
vicin,vicinity,3,0.375,11993
vicio,vicious,2,0.2857142857142857,15991
vick,vicki,1,0.2,17716
vint,vintage,3,0.42857142857142855,2503
viny,vinyl,1,0.2,4158
vincen,vincent,1,0.14285714285714285,5257
viney,vineyard,3,0.375,12463
vineg,vinegar,2,0.2857142857142857,15475
violenc,violence,1,0.125,2719
violatio,violation,1,0.1111111111111111,4692
violatin,violating,1,0.1111111111111111,16748
violi,violin,1,0.16666666666666666,9655
viox,vioxx,1,0.2,14639
vitali,vitality,2,0.25,16273
vitam,vitamin,2,0.2857142857142857,5013
vitr,vitro,1,0.2,10068
vibrato,vibrator,1,0.125,6752
vibratio,vibration,1,0.1111111111111111,11368
vibratin,vibrating,1,0.1111111111111111,19248
vibran,vibrant,1,0.14285714285714285,11951
vibr,vibra,1,0.2,
vipe,viper,1,0.2,16579
vik,viking,3,0.5,9926
vivia,vivian,1,0.16666666666666666,19502
vig,vigorous,5,0.625,19155
versi,version,2,0.2857142857142857,291
versu,versus,1,0.16666666666666666,5036
versat,versatile,3,0.3333333333333333,10433
versac,versace,1,0.14285714285714285,16598
verz,verzeichnis,7,0.6363636363636364,3175
verm,vermont,3,0.42857142857142855,3700
verticall,vertically,1,0.1,18078
vertica,vertical,1,0.125,4294
vertice,vertices,1,0.125,17124
verti,vertic,1,0.16666666666666666,
verte,vertex,1,0.16666666666666666,9319
verifyi,verifying,2,0.2222222222222222,18802
verific,verification,5,0.4166666666666667,5447
verifie,verified,1,0.125,6089
veriz,verizon,2,0.2857142857142857,6531
veris,verisign,3,0.375,13376
verit,veritas,2,0.2857142857142857,16928
vern,vernon,2,0.3333333333333333,8515
verdi,verdict,2,0.2857142857142857,13275
verbat,verbatim,2,0.25,14767
verl,verlag,2,0.3333333333333333,12825
veroni,veronica,2,0.25,14293
vero,veron,1,0.2,
veh,vehicle,4,0.5714285714285714,1525
vegetab,vegetable,2,0.2222222222222222,7657
vegetar,vegetarian,3,0.3,8820
vegetat,vegetation,3,0.3,8836
vege,vegeta,2,0.3333333333333333,
vendo,vendor,1,0.16666666666666666,2742
vendi,vending,2,0.2857142857142857,14860
ventu,ventur,1,0.16666666666666666,
venti,ventilation,6,0.5454545454545454,10708
ventr,ventricular,6,0.5454545454545454,19935
venez,venezuela,4,0.4444444444444444,5827
venet,venetian,3,0.375,18940
veni,venice,2,0.3333333333333333,6761
veng,vengeance,5,0.5555555555555556,16278
veno,venom,1,0.2,18184
vec,vector,3,0.5,4368
vetera,veteran,1,0.14285714285714285,6767
veteri,veterinary,4,0.4,7201
vete,veter,1,0.2,
velo,velocity,4,0.5,6537
velv,velvet,2,0.3333333333333333,9372
velc,velcro,2,0.3333333333333333,19540
vess,vessel,2,0.3333333333333333,6813
veste,vested,1,0.16666666666666666,17690
valuab,valuable,2,0.25,4079
valuat,valuation,3,0.3333333333333333,8099
valle,valley,1,0.16666666666666666,1314
valla,vallarta,3,0.375,17158
validati,validation,2,0.2,6901
valida,validat,1,0.14285714285714285,
validi,validity,2,0.25,8778
valiu,valium,1,0.16666666666666666,7276
valent,valentin,2,0.25,
valenc,valencia,2,0.25,11495
valer,valerie,2,0.2857142857142857,13822
valv,valve,1,0.2,5623
vario,various,2,0.2857142857142857,879
varieti,varieties,2,0.2222222222222222,9995
variabl,variable,1,0.125,2318
variabi,variability,4,0.36363636363636365,11688
variat,variation,3,0.3333333333333333,5721
varianc,variance,1,0.125,9224
varyi,varying,2,0.2857142857142857,8776
vars,varsity,3,0.42857142857142855,13255
vanco,vancouver,4,0.4444444444444444,3621
vanil,vanilla,2,0.2857142857142857,9549
vanit,vanity,1,0.16666666666666666,11104
vanu,vanuatu,3,0.42857142857142855,10149
vane,vanessa,3,0.42857142857142855,12751
vang,vanguard,4,0.5,13795
vand,vanderbilt,6,0.6,15609
vant,vantage,3,0.42857142857142855,19565
vacat,vacation,3,0.375,1503
vacanci,vacancies,2,0.2222222222222222,8367
vacu,vacuum,2,0.3333333333333333,4726
vaccina,vaccination,4,0.36363636363636365,14787
vacc,vaccin,2,0.3333333333333333,
vati,vatican,3,0.42857142857142855,9269
vasc,vascular,4,0.5,10402
vam,vampire,4,0.5714285714285714,8886
vagi,vagina,2,0.3333333333333333,9082
vagu,vague,1,0.2,14436
vaul,vault,1,0.2,9566
vaux,vauxhall,4,0.5,15110
vaugha,vaughan,1,0.14285714285714285,15792
vaug,vaugh,1,0.2,
vap,vapor,2,0.4,12052
volum,volume,1,0.16666666666666666,1081
volunteeri,volunteering,2,0.16666666666666666,12695
volunte,volunteer,2,0.2222222222222222,3395
voluntari,voluntarily,2,0.18181818181818182,15309
volunta,voluntar,1,0.125,
volun,volunt,1,0.16666666666666666,
volta,voltage,2,0.2857142857142857,4148
voll,volleyball,6,0.6,7523
volk,volkswagen,6,0.6,7861
volv,volvo,1,0.2,7890
volatili,volatility,2,0.2,15086
vola,volatil,3,0.42857142857142855,
volcani,volcanic,1,0.125,16582
volc,volcan,2,0.3333333333333333,
voicem,voicemail,3,0.3333333333333333,19682
voic,voice,1,0.2,1251
voti,voting,2,0.3333333333333333,3847
voyeurw,voyeurweb,2,0.2222222222222222,8218
voyeu,voyeur,1,0.16666666666666666,2833
voyu,voyuer,2,0.3333333333333333,9738
voya,voyage,2,0.3333333333333333,11384
vona,vonage,2,0.3333333333333333,10115
vocat,vocational,5,0.5,7397
vocab,vocabulary,5,0.5,8446
vouc,voucher,3,0.42857142857142855,10877
voda,vodafone,4,0.5,10701
vodk,vodka,1,0.2,16797
vood,voodoo,2,0.3333333333333333,15513
vort,vortex,2,0.3333333333333333,16378
vog,vogue,2,0.4,16779
vom,vomiting,5,0.625,17108
vow,vows,1,0.25,18998
vsn,vsnet,2,0.4,8908
vbu,vbulletin,6,0.6666666666666666,4527
vulnerabiliti,vulnerabilities,2,0.13333333333333333,11535
